,O*NET職業代碼,職業名稱,任務摘要,語意相似度,自動化風險分數
7584,17-2199,Robotics Engineers,"Review or approve designs, calculations, or cost estimates.",0.051,0.014
7585,17-2199,Robotics Engineers,"Review or approve designs, calculations, or cost estimates.",0.051,0.014
7586,17-2199,Robotics Engineers,"Review or approve designs, calculations, or cost estimates.",0.051,0.014
7587,17-2199,Robotics Engineers,"Review or approve designs, calculations, or cost estimates.",0.051,0.014
7588,17-2199,Robotics Engineers,"Review or approve designs, calculations, or cost estimates.",0.051,0.014
7589,17-2199,Robotics Engineers,"Review or approve designs, calculations, or cost estimates.",0.051,0.014
7590,17-2199,Robotics Engineers,Process or interpret signals or sensor data.,0.077,0.014
7591,17-2199,Robotics Engineers,Process or interpret signals or sensor data.,0.077,0.014
7592,17-2199,Robotics Engineers,Process or interpret signals or sensor data.,0.077,0.014
7593,17-2199,Robotics Engineers,Process or interpret signals or sensor data.,0.077,0.014
7594,17-2199,Robotics Engineers,Process or interpret signals or sensor data.,0.077,0.014
7595,17-2199,Robotics Engineers,Process or interpret signals or sensor data.,0.077,0.014
7596,17-2199,Robotics Engineers,Process or interpret signals or sensor data.,0.077,0.014
7597,17-2199,Robotics Engineers,Process or interpret signals or sensor data.,0.077,0.014
7598,17-2199,Robotics Engineers,Process or interpret signals or sensor data.,0.077,0.014
7599,17-2199,Robotics Engineers,Debug robotics programs.,0.058,0.014
7600,17-2199,Robotics Engineers,Debug robotics programs.,0.058,0.014
7601,17-2199,Robotics Engineers,Debug robotics programs.,0.058,0.014
7602,17-2199,Robotics Engineers,Debug robotics programs.,0.058,0.014
7603,17-2199,Robotics Engineers,Debug robotics programs.,0.058,0.014
7604,17-2199,Robotics Engineers,Debug robotics programs.,0.058,0.014
7605,17-2199,Robotics Engineers,Debug robotics programs.,0.058,0.014
7606,17-2199,Robotics Engineers,Debug robotics programs.,0.058,0.014
7607,17-2199,Robotics Engineers,Debug robotics programs.,0.058,0.014
7608,17-2199,Robotics Engineers,"Build, configure, or test robots or robotic applications.",-0.039,0.014
7609,17-2199,Robotics Engineers,"Build, configure, or test robots or robotic applications.",-0.039,0.014
7610,17-2199,Robotics Engineers,"Build, configure, or test robots or robotic applications.",-0.039,0.014
7611,17-2199,Robotics Engineers,"Build, configure, or test robots or robotic applications.",-0.039,0.014
7612,17-2199,Robotics Engineers,"Build, configure, or test robots or robotic applications.",-0.039,0.014
7613,17-2199,Robotics Engineers,"Build, configure, or test robots or robotic applications.",-0.039,0.014
7614,17-2199,Robotics Engineers,"Build, configure, or test robots or robotic applications.",-0.039,0.014
7615,17-2199,Robotics Engineers,"Build, configure, or test robots or robotic applications.",-0.039,0.014
7616,17-2199,Robotics Engineers,"Build, configure, or test robots or robotic applications.",-0.039,0.014
7617,17-2199,Robotics Engineers,Create back-ups of robot programs or parameters.,-0.009,0.014
7618,17-2199,Robotics Engineers,Create back-ups of robot programs or parameters.,-0.009,0.014
7619,17-2199,Robotics Engineers,Create back-ups of robot programs or parameters.,-0.009,0.014
7620,17-2199,Robotics Engineers,Create back-ups of robot programs or parameters.,-0.009,0.014
7621,17-2199,Robotics Engineers,Create back-ups of robot programs or parameters.,-0.009,0.014
7622,17-2199,Robotics Engineers,Create back-ups of robot programs or parameters.,-0.009,0.014
7623,17-2199,Robotics Engineers,Create back-ups of robot programs or parameters.,-0.009,0.014
7624,17-2199,Robotics Engineers,Create back-ups of robot programs or parameters.,-0.009,0.014
7625,17-2199,Robotics Engineers,Create back-ups of robot programs or parameters.,-0.009,0.014
7626,17-2199,Robotics Engineers,Provide technical support for robotic systems.,0.097,0.014
7627,17-2199,Robotics Engineers,Provide technical support for robotic systems.,0.097,0.014
7628,17-2199,Robotics Engineers,Provide technical support for robotic systems.,0.097,0.014
7629,17-2199,Robotics Engineers,Provide technical support for robotic systems.,0.097,0.014
7630,17-2199,Robotics Engineers,Provide technical support for robotic systems.,0.097,0.014
7631,17-2199,Robotics Engineers,Provide technical support for robotic systems.,0.097,0.014
7632,17-2199,Robotics Engineers,Provide technical support for robotic systems.,0.097,0.014
7633,17-2199,Robotics Engineers,Provide technical support for robotic systems.,0.097,0.014
7634,17-2199,Robotics Engineers,Provide technical support for robotic systems.,0.097,0.014
7635,17-2199,Robotics Engineers,Design end-of-arm tooling.,0.046,0.014
7636,17-2199,Robotics Engineers,Design end-of-arm tooling.,0.046,0.014
7637,17-2199,Robotics Engineers,Design end-of-arm tooling.,0.046,0.014
7638,17-2199,Robotics Engineers,Design end-of-arm tooling.,0.046,0.014
7639,17-2199,Robotics Engineers,Design end-of-arm tooling.,0.046,0.014
7640,17-2199,Robotics Engineers,Design end-of-arm tooling.,0.046,0.014
7641,17-2199,Robotics Engineers,Design end-of-arm tooling.,0.046,0.014
7642,17-2199,Robotics Engineers,Design end-of-arm tooling.,0.046,0.014
7643,17-2199,Robotics Engineers,Design end-of-arm tooling.,0.046,0.014
7644,17-2199,Robotics Engineers,"Design robotic systems, such as automatic vehicle control, autonomous vehicles, advanced displays, advanced sensing, robotic platforms, computer vision, or telematics systems.",0.15,0.014
7645,17-2199,Robotics Engineers,"Design robotic systems, such as automatic vehicle control, autonomous vehicles, advanced displays, advanced sensing, robotic platforms, computer vision, or telematics systems.",0.15,0.014
7646,17-2199,Robotics Engineers,"Design robotic systems, such as automatic vehicle control, autonomous vehicles, advanced displays, advanced sensing, robotic platforms, computer vision, or telematics systems.",0.15,0.014
7647,17-2199,Robotics Engineers,"Design robotic systems, such as automatic vehicle control, autonomous vehicles, advanced displays, advanced sensing, robotic platforms, computer vision, or telematics systems.",0.15,0.014
7648,17-2199,Robotics Engineers,"Design robotic systems, such as automatic vehicle control, autonomous vehicles, advanced displays, advanced sensing, robotic platforms, computer vision, or telematics systems.",0.15,0.014
7649,17-2199,Robotics Engineers,"Design robotic systems, such as automatic vehicle control, autonomous vehicles, advanced displays, advanced sensing, robotic platforms, computer vision, or telematics systems.",0.15,0.014
7650,17-2199,Robotics Engineers,"Design robotic systems, such as automatic vehicle control, autonomous vehicles, advanced displays, advanced sensing, robotic platforms, computer vision, or telematics systems.",0.15,0.014
7651,17-2199,Robotics Engineers,"Design robotic systems, such as automatic vehicle control, autonomous vehicles, advanced displays, advanced sensing, robotic platforms, computer vision, or telematics systems.",0.15,0.014
7652,17-2199,Robotics Engineers,"Design robotic systems, such as automatic vehicle control, autonomous vehicles, advanced displays, advanced sensing, robotic platforms, computer vision, or telematics systems.",0.15,0.014
7653,17-2199,Robotics Engineers,"Supervise technologists, technicians, or other engineers.",0.085,0.014
7654,17-2199,Robotics Engineers,"Supervise technologists, technicians, or other engineers.",0.085,0.014
7655,17-2199,Robotics Engineers,"Supervise technologists, technicians, or other engineers.",0.085,0.014
7656,17-2199,Robotics Engineers,"Supervise technologists, technicians, or other engineers.",0.085,0.014
7657,17-2199,Robotics Engineers,"Supervise technologists, technicians, or other engineers.",0.085,0.014
7658,17-2199,Robotics Engineers,"Supervise technologists, technicians, or other engineers.",0.085,0.014
7659,17-2199,Robotics Engineers,"Supervise technologists, technicians, or other engineers.",0.085,0.014
7660,17-2199,Robotics Engineers,"Supervise technologists, technicians, or other engineers.",0.085,0.014
7661,17-2199,Robotics Engineers,"Supervise technologists, technicians, or other engineers.",0.085,0.014
7662,17-2199,Robotics Engineers,"Design software to control robotic systems for applications, such as military defense or manufacturing.",0.186,0.014
7663,17-2199,Robotics Engineers,"Design software to control robotic systems for applications, such as military defense or manufacturing.",0.186,0.014
7664,17-2199,Robotics Engineers,"Design software to control robotic systems for applications, such as military defense or manufacturing.",0.186,0.014
7665,17-2199,Robotics Engineers,"Design software to control robotic systems for applications, such as military defense or manufacturing.",0.186,0.014
7666,17-2199,Robotics Engineers,"Design software to control robotic systems for applications, such as military defense or manufacturing.",0.186,0.014
7667,17-2199,Robotics Engineers,"Design software to control robotic systems for applications, such as military defense or manufacturing.",0.186,0.014
7668,17-2199,Robotics Engineers,"Design software to control robotic systems for applications, such as military defense or manufacturing.",0.186,0.014
7669,17-2199,Robotics Engineers,"Design software to control robotic systems for applications, such as military defense or manufacturing.",0.186,0.014
